filename_prefix,test,train,val,total,num_splits_present
img_06_425503300,0,1,0,1,1
img_06_425503500,0,1,0,1,1
img_06_425503600,0,1,0,1,1
img_06_425503800,0,1,0,1,1
img_06_425504800,0,1,0,1,1
img_06_425504900,0,1,0,1,1
img_06_425505000,0,1,0,1,1
img_06_425505100,0,1,0,1,1
img_06_425505400,0,0,1,1,1
img_06_425505700,0,1,0,1,1
img_06_425505900,0,1,0,1,1
img_06_425506400,0,1,0,1,1
img_06_425506600,0,0,1,1,1
img_06_425506800,0,0,1,1,1
img_06_425507000,0,1,0,1,1
img_06_425507400,0,1,0,1,1
img_06_425507600,0,1,0,1,1
img_06_425508100,0,1,0,1,1
img_06_425508600,0,0,1,1,1
img_06_425613600,0,0,1,1,1
img_06_425613700,0,1,0,1,1
img_06_425613800,0,1,0,1,1
img_06_425615200,0,1,0,1,1
img_06_425616500,0,1,0,1,1
img_06_425637800,0,1,0,1,1
img_06_425637900,0,1,0,1,1
img_06_425638500,0,0,1,1,1
img_06_425639800,0,1,0,1,1
img_06_425639900,0,1,0,1,1
img_06_425640000,0,1,0,1,1
img_06_425640100,1,0,0,1,1
img_06_425644200,0,1,0,1,1
img_06_425644300,0,1,0,1,1
img_06_425646200,1,0,0,1,1
img_06_432235600,0,1,0,1,1
img_06_436153300,0,0,1,1,1
img_06_436164000,0,1,0,1,1
img_06_436164200,0,0,1,1,1
img_06_436164500,0,1,0,1,1
img_06_436166500,0,1,0,1,1
img_06_4402541100,0,1,0,1,1
img_06_4402719100,0,1,0,1,1
img_06_4402719200,0,1,0,1,1
img_06_4402787700,0,1,0,1,1
img_06_4402830700,0,1,0,1,1
img_06_4402852500,0,0,1,1,1
img_06_4403068300,0,1,0,1,1
img_06_4403068400,0,1,0,1,1
img_06_4403801500,0,1,0,1,1
img_06_4404580000,0,1,0,1,1
img_06_4404580600,0,1,0,1,1
img_06_4404612700,0,0,1,1,1
img_06_4404616100,0,1,0,1,1
img_06_4404892700,0,0,1,1,1
img_06_4404997500,0,1,0,1,1
img_06_4405000800,0,1,0,1,1
img_06_4405228000,0,1,0,1,1
img_06_4405377100,0,1,0,1,1
img_06_4406424300,0,1,0,1,1
img_06_4406424500,1,0,0,1,1
img_06_4406424700,0,1,0,1,1
img_06_4406425500,0,1,0,1,1
img_06_4406562900,0,1,0,1,1
img_06_4406772100,0,1,0,1,1
img_06_4406783500,0,0,1,1,1
img_06_SIS002344,0,1,0,1,1
img_07_3402616100,0,1,0,1,1
img_07_3402617400,1,0,0,1,1
img_07_3403334300,0,1,0,1,1
img_07_3403334600,0,1,0,1,1
img_07_3403334800,0,1,0,1,1
img_07_3403334900,0,0,1,1,1
img_07_3403335000,0,0,1,1,1
img_07_3403335100,0,1,0,1,1
img_07_3403335200,0,1,0,1,1
img_07_3403335500,0,1,0,1,1
img_07_3403335600,0,1,0,1,1
img_07_3403335700,0,1,0,1,1
img_07_3403335800,0,1,0,1,1
img_07_3403337700,0,1,0,1,1
img_07_3403337800,0,1,0,1,1
img_07_3403338100,0,1,0,1,1
img_07_3403338900,1,0,0,1,1
img_07_3403403800,0,1,0,1,1
img_07_3403403900,0,1,0,1,1
img_07_3403404500,0,1,0,1,1
img_07_3403404600,0,0,1,1,1
img_07_3403405200,0,1,0,1,1
img_07_3403405400,0,0,1,1,1
img_07_3403405500,0,1,0,1,1
img_07_3403405700,0,1,0,1,1
img_07_3403405800,0,0,1,1,1
img_07_3403406000,0,1,0,1,1
img_07_3403406200,0,0,1,1,1
img_07_3403406400,0,0,1,1,1
img_07_3436785900,0,1,0,1,1
img_07_3436786500,1,0,0,1,1
img_07_3437006500,0,0,1,1,1
img_07_425005700,0,1,0,1,1
img_07_425390100,0,1,0,1,1
img_07_425391000,0,0,1,1,1
img_07_425391800,0,1,0,1,1
img_07_425502900,0,0,1,1,1
img_07_425503100,1,0,0,1,1
img_07_425504800,0,1,0,1,1
img_07_425506100,1,0,0,1,1
img_07_425507000,0,1,0,1,1
img_07_425507200,0,1,0,1,1
img_07_425613700,0,0,1,1,1
img_07_425613800,0,1,0,1,1
img_07_425637500,0,1,0,1,1
img_07_425644600,0,1,0,1,1
img_07_430103100,0,1,0,1,1
img_07_436164500,0,0,1,1,1
img_07_436165200,0,1,0,1,1
img_07_4402719200,0,1,0,1,1
img_07_4402719500,0,1,0,1,1
img_07_4403743900,0,1,0,1,1
img_07_4404580600,0,1,0,1,1
img_07_4404612800,0,1,0,1,1
img_07_4404613900,0,1,0,1,1
img_07_4404615700,0,0,1,1,1
img_07_4404710300,0,1,0,1,1
img_07_4404711100,0,1,0,1,1
img_07_4404712100,0,1,0,1,1
img_07_4404893200,0,1,0,1,1
img_07_4404893900,0,1,0,1,1
img_07_4404897500,0,1,0,1,1
img_07_4405227700,0,1,0,1,1
img_07_4405377700,0,1,0,1,1
img_07_4405965200,0,1,0,1,1
img_07_4406444100,0,1,0,1,1
img_07_4406562900,0,1,0,1,1
img_07_4406772100,0,1,0,1,1
img_07_SIS002353,0,1,0,1,1
img_08_3403334300,0,0,1,1,1
img_08_3403334400,0,1,0,1,1
img_08_3403334600,0,1,0,1,1
img_08_3403334700,0,1,0,1,1
img_08_3436783900,0,1,0,1,1
img_08_3436789300,1,0,0,1,1
img_08_3436815300,0,1,0,1,1
img_08_424798500,0,1,0,1,1
img_08_424799300,0,0,1,1,1
img_08_424799600,0,1,0,1,1
img_08_424826300,0,1,0,1,1
img_08_424826800,0,1,0,1,1
img_08_425006200,0,0,1,1,1
img_08_425006600,0,0,1,1,1
img_08_425007500,0,1,0,1,1
img_08_425007600,1,0,0,1,1
img_08_425008000,1,0,0,1,1
img_08_425244400,0,1,0,1,1
img_08_425382400,0,1,0,1,1
img_08_425391800,0,1,0,1,1
img_08_425501100,0,1,0,1,1
img_08_425502100,0,0,1,1,1
img_08_425502200,0,1,0,1,1
img_08_425502300,0,1,0,1,1
img_08_425502700,0,1,0,1,1
img_08_425503000,0,1,0,1,1
img_08_425503100,0,1,0,1,1
img_08_425503300,0,1,0,1,1
img_08_425503500,0,1,0,1,1
img_08_425503600,0,0,1,1,1
img_08_425505000,0,1,0,1,1
img_08_425506600,0,1,0,1,1
img_08_425507200,0,1,0,1,1
img_08_425507600,0,1,0,1,1
img_08_425508300,0,1,0,1,1
img_08_425508600,0,1,0,1,1
img_08_425508700,0,1,0,1,1
img_08_425613500,1,0,0,1,1
img_08_425613700,0,1,0,1,1
img_08_425614600,0,1,0,1,1
img_08_425614700,1,0,0,1,1
img_08_425637500,0,1,0,1,1
img_08_425637700,0,1,0,1,1
img_08_425637800,0,1,0,1,1
img_08_425637900,0,1,0,1,1
img_08_425639900,0,1,0,1,1
img_08_425640000,0,1,0,1,1
img_08_425640100,0,1,0,1,1
img_08_427199900,0,1,0,1,1
img_08_431854700,0,0,1,1,1
img_08_436164500,0,1,0,1,1
img_08_436164700,0,0,1,1,1
img_08_4401438800,0,0,1,1,1
img_08_4402304700,0,1,0,1,1
img_08_4402719200,0,1,0,1,1
img_08_4402851700,0,1,0,1,1
img_08_4405134000,0,1,0,1,1
img_08_4405167700,0,1,0,1,1
img_08_4405229800,0,1,0,1,1
img_08_4405230600,0,0,1,1,1
img_08_4405381400,0,1,0,1,1
img_08_4406424900,0,1,0,1,1
img_08_4406772100,1,0,0,1,1
