image_path,image_width,image_height,class_name,class_id,xmin,ymin,xmax,ymax,source_annotation,is_valid_raw,image_filename,xml_file,bbox_w,bbox_h,min_side,bbox_area,image_area,bbox_area_ratio,orig_image_width,orig_image_height,square_size,pad_left,pad_top,pad_right,pad_bottom,is_valid_squared
D:\project_root\data\processed\images\all\img_02_3436813700_00302.jpg,2048,2048,4_shuiban,4,446,543,882,1484,voc_xml,True,img_02_3436813700_00302.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00302.xml,436,941,436,410276,2048000,0.200330078125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00303.jpg,2048,2048,4_shuiban,4,510,535,848,1520,voc_xml,True,img_02_3436813700_00303.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00303.xml,338,985,338,332930,2048000,0.1625634765625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00306.jpg,2048,2048,4_shuiban,4,508,533,864,1377,voc_xml,True,img_02_3436813700_00306.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00306.xml,356,844,356,300464,2048000,0.1467109375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00306.jpg,2048,2048,4_shuiban,4,289,1098,623,1513,voc_xml,True,img_02_3436813700_00306.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00306.xml,334,415,334,138610,2048000,0.0676806640625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00307.jpg,2048,2048,4_shuiban,4,499,533,862,1299,voc_xml,True,img_02_3436813700_00307.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00307.xml,363,766,363,278058,2048000,0.1357705078125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00309.jpg,2048,2048,4_shuiban,4,438,525,884,1513,voc_xml,True,img_02_3436813700_00309.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00309.xml,446,988,446,440648,2048000,0.21516015625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00318.jpg,2048,2048,4_shuiban,4,584,598,988,1497,voc_xml,True,img_02_3436813700_00318.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00318.xml,404,899,404,363196,2048000,0.177341796875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00320.jpg,2048,2048,4_shuiban,4,577,527,969,1507,voc_xml,True,img_02_3436813700_00320.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00320.xml,392,980,392,384160,2048000,0.187578125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00321.jpg,2048,2048,4_shuiban,4,581,600,907,1508,voc_xml,True,img_02_3436813700_00321.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00321.xml,326,908,326,296008,2048000,0.14453515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00322.jpg,2048,2048,4_shuiban,4,558,789,895,1518,voc_xml,True,img_02_3436813700_00322.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00322.xml,337,729,337,245673,2048000,0.11995751953125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00326.jpg,2048,2048,4_shuiban,4,585,556,953,1524,voc_xml,True,img_02_3436813700_00326.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00326.xml,368,968,368,356224,2048000,0.1739375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00329.jpg,2048,2048,4_shuiban,4,567,584,948,1487,voc_xml,True,img_02_3436813700_00329.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00329.xml,381,903,381,344043,2048000,0.16798974609375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00335.jpg,2048,2048,4_shuiban,4,553,540,959,1461,voc_xml,True,img_02_3436813700_00335.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00335.xml,406,921,406,373926,2048000,0.1825810546875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00773.jpg,2048,2048,4_shuiban,4,388,831,730,1502,voc_xml,True,img_02_3436813700_00773.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00773.xml,342,671,342,229482,2048000,0.1120517578125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00788.jpg,2048,2048,4_shuiban,4,371,554,833,1524,voc_xml,True,img_02_3436813700_00788.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00788.xml,462,970,462,448140,2048000,0.218818359375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00790.jpg,2048,2048,4_shuiban,4,297,535,764,1508,voc_xml,True,img_02_3436813700_00790.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00790.xml,467,973,467,454391,2048000,0.22187060546875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00794.jpg,2048,2048,4_shuiban,4,367,576,748,1515,voc_xml,True,img_02_3436813700_00794.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00794.xml,381,939,381,357759,2048000,0.17468701171875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436813700_00798.jpg,2048,2048,4_shuiban,4,353,545,771,1494,voc_xml,True,img_02_3436813700_00798.jpg,D:\project_root\data\raw\archive\lable\img_02_3436813700_00798.xml,418,949,418,396682,2048000,0.1936923828125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436816100_00147.jpg,2048,2048,7_yiwu,7,1423,1135,1461,1181,voc_xml,True,img_02_3436816100_00147.jpg,D:\project_root\data\raw\archive\lable\img_02_3436816100_00147.xml,38,46,38,1748,2048000,0.000853515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436816100_00148.jpg,2048,2048,7_yiwu,7,1424,862,1465,917,voc_xml,True,img_02_3436816100_00148.jpg,D:\project_root\data\raw\archive\lable\img_02_3436816100_00148.xml,41,55,41,2255,2048000,0.00110107421875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436816100_00148.jpg,2048,2048,7_yiwu,7,1424,610,1456,643,voc_xml,True,img_02_3436816100_00148.jpg,D:\project_root\data\raw\archive\lable\img_02_3436816100_00148.xml,32,33,32,1056,2048000,0.000515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436816100_00148.jpg,2048,2048,7_yiwu,7,1424,1367,1454,1395,voc_xml,True,img_02_3436816100_00148.jpg,D:\project_root\data\raw\archive\lable\img_02_3436816100_00148.xml,30,28,28,840,2048000,0.00041015625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436816100_00150.jpg,2048,2048,7_yiwu,7,1421,1043,1465,1103,voc_xml,True,img_02_3436816100_00150.jpg,D:\project_root\data\raw\archive\lable\img_02_3436816100_00150.xml,44,60,44,2640,2048000,0.0012890625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436816100_00152.jpg,2048,2048,7_yiwu,7,1424,1222,1464,1279,voc_xml,True,img_02_3436816100_00152.jpg,D:\project_root\data\raw\archive\lable\img_02_3436816100_00152.xml,40,57,40,2280,2048000,0.00111328125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436816100_00152.jpg,2048,2048,7_yiwu,7,1424,689,1461,737,voc_xml,True,img_02_3436816100_00152.jpg,D:\project_root\data\raw\archive\lable\img_02_3436816100_00152.xml,37,48,37,1776,2048000,0.0008671875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3436816100_00153.jpg,2048,2048,7_yiwu,7,1418,1146,1459,1189,voc_xml,True,img_02_3436816100_00153.jpg,D:\project_root\data\raw\archive\lable\img_02_3436816100_00153.xml,41,43,41,1763,2048000,0.00086083984375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3437009400_00001.jpg,2048,2048,2_hanfeng,2,3,713,2048,790,voc_xml,True,img_02_3437009400_00001.jpg,D:\project_root\data\raw\archive\lable\img_02_3437009400_00001.xml,2045,77,77,157465,2048000,0.07688720703125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_3437009400_00001.jpg,2048,2048,1_chongkong,1,2015,900,2048,953,voc_xml,True,img_02_3437009400_00001.jpg,D:\project_root\data\raw\archive\lable\img_02_3437009400_00001.xml,33,53,33,1749,2048000,0.00085400390625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_424714400_00010.jpg,2048,2048,4_shuiban,4,1766,964,1923,1240,voc_xml,True,img_02_424714400_00010.jpg,D:\project_root\data\raw\archive\lable\img_02_424714400_00010.xml,157,276,157,43332,2048000,0.021158203125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_424799200_00150.jpg,2048,2048,6_siban,6,1072,905,1141,994,voc_xml,True,img_02_424799200_00150.jpg,D:\project_root\data\raw\archive\lable\img_02_424799200_00150.xml,69,89,69,6141,2048000,0.00299853515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_424799200_00150.jpg,2048,2048,4_shuiban,4,36,1347,128,1519,voc_xml,True,img_02_424799200_00150.jpg,D:\project_root\data\raw\archive\lable\img_02_424799200_00150.xml,92,172,92,15824,2048000,0.0077265625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_424799200_00178.jpg,2048,2048,5_youban,5,970,1050,1389,1217,voc_xml,True,img_02_424799200_00178.jpg,D:\project_root\data\raw\archive\lable\img_02_424799200_00178.xml,419,167,167,69973,2048000,0.03416650390625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_424799200_00250.jpg,2048,2048,5_youban,5,1456,1351,1708,1478,voc_xml,True,img_02_424799200_00250.jpg,D:\project_root\data\raw\archive\lable\img_02_424799200_00250.xml,252,127,127,32004,2048000,0.015626953125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_424799200_00387.jpg,2048,2048,4_shuiban,4,1176,1359,1365,1524,voc_xml,True,img_02_424799200_00387.jpg,D:\project_root\data\raw\archive\lable\img_02_424799200_00387.xml,189,165,165,31185,2048000,0.01522705078125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_424799200_00450.jpg,2048,2048,4_shuiban,4,1072,1220,1330,1428,voc_xml,True,img_02_424799200_00450.jpg,D:\project_root\data\raw\archive\lable\img_02_424799200_00450.xml,258,208,208,53664,2048000,0.026203125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_424799300_00040.jpg,2048,2048,4_shuiban,4,797,630,1000,877,voc_xml,True,img_02_424799300_00040.jpg,D:\project_root\data\raw\archive\lable\img_02_424799300_00040.xml,203,247,203,50141,2048000,0.02448291015625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_424799300_00072.jpg,2048,2048,4_shuiban,4,1508,1348,1676,1524,voc_xml,True,img_02_424799300_00072.jpg,D:\project_root\data\raw\archive\lable\img_02_424799300_00072.xml,168,176,168,29568,2048000,0.0144375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_424799300_00146.jpg,2048,2048,4_shuiban,4,884,710,1094,948,voc_xml,True,img_02_424799300_00146.jpg,D:\project_root\data\raw\archive\lable\img_02_424799300_00146.xml,210,238,210,49980,2048000,0.024404296875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_424799300_00850.jpg,2048,2048,7_yiwu,7,1423,573,1450,602,voc_xml,True,img_02_424799300_00850.jpg,D:\project_root\data\raw\archive\lable\img_02_424799300_00850.xml,27,29,27,783,2048000,0.00038232421875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_424799600_00382.jpg,2048,2048,7_yiwu,7,599,991,623,1021,voc_xml,True,img_02_424799600_00382.jpg,D:\project_root\data\raw\archive\lable\img_02_424799600_00382.xml,24,30,24,720,2048000,0.0003515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425237000_00520.jpg,2048,2048,4_shuiban,4,576,1166,777,1392,voc_xml,True,img_02_425237000_00520.jpg,D:\project_root\data\raw\archive\lable\img_02_425237000_00520.xml,201,226,201,45426,2048000,0.0221806640625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425237600_00302.jpg,2048,2048,4_shuiban,4,1254,561,1503,779,voc_xml,True,img_02_425237600_00302.jpg,D:\project_root\data\raw\archive\lable\img_02_425237600_00302.xml,249,218,218,54282,2048000,0.0265048828125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425243200_00115.jpg,2048,2048,6_siban,6,135,604,579,1320,voc_xml,True,img_02_425243200_00115.jpg,D:\project_root\data\raw\archive\lable\img_02_425243200_00115.xml,444,716,444,317904,2048000,0.1552265625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425243200_00533.jpg,2048,2048,6_siban,6,64,630,754,1348,voc_xml,True,img_02_425243200_00533.jpg,D:\project_root\data\raw\archive\lable\img_02_425243200_00533.xml,690,718,690,495420,2048000,0.241904296875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425243200_00536.jpg,2048,2048,6_siban,6,92,640,748,1312,voc_xml,True,img_02_425243200_00536.jpg,D:\project_root\data\raw\archive\lable\img_02_425243200_00536.xml,656,672,656,440832,2048000,0.21525,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425243200_00561.jpg,2048,2048,6_siban,6,69,649,730,1205,voc_xml,True,img_02_425243200_00561.jpg,D:\project_root\data\raw\archive\lable\img_02_425243200_00561.xml,661,556,556,367516,2048000,0.179451171875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425243200_00563.jpg,2048,2048,6_siban,6,135,663,602,1240,voc_xml,True,img_02_425243200_00563.jpg,D:\project_root\data\raw\archive\lable\img_02_425243200_00563.xml,467,577,467,269459,2048000,0.13157177734375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425243400_00044.jpg,2048,2048,6_siban,6,751,671,1346,1151,voc_xml,True,img_02_425243400_00044.jpg,D:\project_root\data\raw\archive\lable\img_02_425243400_00044.xml,595,480,480,285600,2048000,0.139453125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425243400_00052.jpg,2048,2048,6_siban,6,172,689,726,1256,voc_xml,True,img_02_425243400_00052.jpg,D:\project_root\data\raw\archive\lable\img_02_425243400_00052.xml,554,567,554,314118,2048000,0.1533779296875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425243400_00057.jpg,2048,2048,6_siban,6,56,633,540,1151,voc_xml,True,img_02_425243400_00057.jpg,D:\project_root\data\raw\archive\lable\img_02_425243400_00057.xml,484,518,484,250712,2048000,0.12241796875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425383400_00356.jpg,2048,2048,7_yiwu,7,726,849,762,891,voc_xml,True,img_02_425383400_00356.jpg,D:\project_root\data\raw\archive\lable\img_02_425383400_00356.xml,36,42,36,1512,2048000,0.00073828125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425383400_00358.jpg,2048,2048,7_yiwu,7,715,958,776,1025,voc_xml,True,img_02_425383400_00358.jpg,D:\project_root\data\raw\archive\lable\img_02_425383400_00358.xml,61,67,61,4087,2048000,0.00199560546875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425389800_00017.jpg,2048,2048,2_hanfeng,2,322,648,2048,721,voc_xml,True,img_02_425389800_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425389800_00017.xml,1726,73,73,125998,2048000,0.0615224609375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425389800_00017.jpg,2048,2048,3_yueyawan,3,147,525,365,975,voc_xml,True,img_02_425389800_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425389800_00017.xml,218,450,218,98100,2048000,0.047900390625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425390000_00017.jpg,2048,2048,2_hanfeng,2,310,1161,2048,1218,voc_xml,True,img_02_425390000_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425390000_00017.xml,1738,57,57,99066,2048000,0.0483720703125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425390000_00017.jpg,2048,2048,3_yueyawan,3,132,900,348,1460,voc_xml,True,img_02_425390000_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425390000_00017.xml,216,560,216,120960,2048000,0.0590625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425390000_00017.jpg,2048,2048,1_chongkong,1,2002,1330,2048,1379,voc_xml,True,img_02_425390000_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425390000_00017.xml,46,49,46,2254,2048000,0.0011005859375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425391000_00490.jpg,2048,2048,7_yiwu,7,1067,615,1225,706,voc_xml,True,img_02_425391000_00490.jpg,D:\project_root\data\raw\archive\lable\img_02_425391000_00490.xml,158,91,91,14378,2048000,0.0070205078125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425391000_00490.jpg,2048,2048,4_shuiban,4,997,525,1097,603,voc_xml,True,img_02_425391000_00490.jpg,D:\project_root\data\raw\archive\lable\img_02_425391000_00490.xml,100,78,78,7800,2048000,0.00380859375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425391100_00017.jpg,2048,2048,2_hanfeng,2,7,531,2048,586,voc_xml,True,img_02_425391100_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425391100_00017.xml,2041,55,55,112255,2048000,0.05481201171875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425391100_00017.jpg,2048,2048,1_chongkong,1,1989,679,2048,741,voc_xml,True,img_02_425391100_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425391100_00017.xml,59,62,59,3658,2048000,0.0017861328125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425391700_00019.jpg,2048,2048,2_hanfeng,2,2,649,2048,733,voc_xml,True,img_02_425391700_00019.jpg,D:\project_root\data\raw\archive\lable\img_02_425391700_00019.xml,2046,84,84,171864,2048000,0.08391796875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425391700_00019.jpg,2048,2048,1_chongkong,1,1980,827,2048,880,voc_xml,True,img_02_425391700_00019.jpg,D:\project_root\data\raw\archive\lable\img_02_425391700_00019.xml,68,53,53,3604,2048000,0.001759765625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425391800_00025.jpg,2048,2048,4_shuiban,4,346,1335,510,1497,voc_xml,True,img_02_425391800_00025.jpg,D:\project_root\data\raw\archive\lable\img_02_425391800_00025.xml,164,162,162,26568,2048000,0.01297265625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392000_00984.jpg,2048,2048,7_yiwu,7,1792,1262,1880,1332,voc_xml,True,img_02_425392000_00984.jpg,D:\project_root\data\raw\archive\lable\img_02_425392000_00984.xml,88,70,70,6160,2048000,0.0030078125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392000_00984.jpg,2048,2048,4_shuiban,4,1908,1081,1962,1135,voc_xml,True,img_02_425392000_00984.jpg,D:\project_root\data\raw\archive\lable\img_02_425392000_00984.xml,54,54,54,2916,2048000,0.001423828125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392000_00990.jpg,2048,2048,7_yiwu,7,1819,1293,1886,1348,voc_xml,True,img_02_425392000_00990.jpg,D:\project_root\data\raw\archive\lable\img_02_425392000_00990.xml,67,55,55,3685,2048000,0.00179931640625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392000_00996.jpg,2048,2048,7_yiwu,7,1823,1314,1915,1372,voc_xml,True,img_02_425392000_00996.jpg,D:\project_root\data\raw\archive\lable\img_02_425392000_00996.xml,92,58,58,5336,2048000,0.00260546875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392300_00834.jpg,2048,2048,7_yiwu,7,1177,1019,1256,1067,voc_xml,True,img_02_425392300_00834.jpg,D:\project_root\data\raw\archive\lable\img_02_425392300_00834.xml,79,48,48,3792,2048000,0.0018515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392300_00834.jpg,2048,2048,7_yiwu,7,847,1027,900,1090,voc_xml,True,img_02_425392300_00834.jpg,D:\project_root\data\raw\archive\lable\img_02_425392300_00834.xml,53,63,53,3339,2048000,0.00163037109375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392400_00018.jpg,2048,2048,2_hanfeng,2,2,1343,2048,1404,voc_xml,True,img_02_425392400_00018.jpg,D:\project_root\data\raw\archive\lable\img_02_425392400_00018.xml,2046,61,61,124806,2048000,0.0609404296875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392400_00018.jpg,2048,2048,5_youban,5,981,1070,1219,1151,voc_xml,True,img_02_425392400_00018.jpg,D:\project_root\data\raw\archive\lable\img_02_425392400_00018.xml,238,81,81,19278,2048000,0.0094130859375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392400_00018.jpg,2048,2048,5_youban,5,2000,1083,2048,1152,voc_xml,True,img_02_425392400_00018.jpg,D:\project_root\data\raw\archive\lable\img_02_425392400_00018.xml,48,69,48,3312,2048000,0.0016171875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392400_00020.jpg,2048,2048,8_yahen,8,481,681,1059,854,voc_xml,True,img_02_425392400_00020.jpg,D:\project_root\data\raw\archive\lable\img_02_425392400_00020.xml,578,173,173,99994,2048000,0.0488251953125,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392400_00022.jpg,2048,2048,7_yiwu,7,1135,1085,1213,1142,voc_xml,True,img_02_425392400_00022.jpg,D:\project_root\data\raw\archive\lable\img_02_425392400_00022.xml,78,57,57,4446,2048000,0.0021708984375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392500_00017.jpg,2048,2048,2_hanfeng,2,5,540,2048,590,voc_xml,True,img_02_425392500_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425392500_00017.xml,2043,50,50,102150,2048000,0.0498779296875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425392500_00017.jpg,2048,2048,1_chongkong,1,2023,711,2048,748,voc_xml,True,img_02_425392500_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425392500_00017.xml,25,37,25,925,2048000,0.00045166015625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425501100_00688.jpg,2048,2048,7_yiwu,7,863,1169,914,1226,voc_xml,True,img_02_425501100_00688.jpg,D:\project_root\data\raw\archive\lable\img_02_425501100_00688.xml,51,57,51,2907,2048000,0.00141943359375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425501100_00688.jpg,2048,2048,7_yiwu,7,738,1172,817,1208,voc_xml,True,img_02_425501100_00688.jpg,D:\project_root\data\raw\archive\lable\img_02_425501100_00688.xml,79,36,36,2844,2048000,0.001388671875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425501900_00017.jpg,2048,2048,1_chongkong,1,1995,525,2048,566,voc_xml,True,img_02_425501900_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425501900_00017.xml,53,41,41,2173,2048000,0.00106103515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425501900_00017.jpg,2048,2048,4_shuiban,4,407,1257,1088,1310,voc_xml,True,img_02_425501900_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425501900_00017.xml,681,53,53,36093,2048000,0.01762353515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425501900_00018.jpg,2048,2048,2_hanfeng,2,1,1336,2048,1394,voc_xml,True,img_02_425501900_00018.jpg,D:\project_root\data\raw\archive\lable\img_02_425501900_00018.xml,2047,58,58,118726,2048000,0.0579716796875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425501900_00018.jpg,2048,2048,5_youban,5,1103,781,1219,1352,voc_xml,True,img_02_425501900_00018.jpg,D:\project_root\data\raw\archive\lable\img_02_425501900_00018.xml,116,571,116,66236,2048000,0.032341796875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425501900_00018.jpg,2048,2048,5_youban,5,1529,1214,1640,1322,voc_xml,True,img_02_425501900_00018.jpg,D:\project_root\data\raw\archive\lable\img_02_425501900_00018.xml,111,108,108,11988,2048000,0.005853515625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425502300_00018.jpg,2048,2048,1_chongkong,1,1973,1147,2046,1198,voc_xml,True,img_02_425502300_00018.jpg,D:\project_root\data\raw\archive\lable\img_02_425502300_00018.xml,73,51,51,3723,2048000,0.00181787109375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425502300_00338.jpg,2048,2048,7_yiwu,7,1587,1361,1674,1477,voc_xml,True,img_02_425502300_00338.jpg,D:\project_root\data\raw\archive\lable\img_02_425502300_00338.xml,87,116,87,10092,2048000,0.004927734375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425503000_00020.jpg,2048,2048,7_yiwu,7,547,650,607,696,voc_xml,True,img_02_425503000_00020.jpg,D:\project_root\data\raw\archive\lable\img_02_425503000_00020.xml,60,46,46,2760,2048000,0.00134765625,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425503100_00017.jpg,2048,2048,1_chongkong,1,1992,649,2048,701,voc_xml,True,img_02_425503100_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425503100_00017.xml,56,52,52,2912,2048000,0.001421875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425503500_00017.jpg,2048,2048,2_hanfeng,2,3,581,2047,639,voc_xml,True,img_02_425503500_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425503500_00017.xml,2044,58,58,118552,2048000,0.05788671875,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425503500_00017.jpg,2048,2048,1_chongkong,1,1980,752,2048,811,voc_xml,True,img_02_425503500_00017.jpg,D:\project_root\data\raw\archive\lable\img_02_425503500_00017.xml,68,59,59,4012,2048000,0.001958984375,2048,1000,2048,0,524,0,524,True
D:\project_root\data\processed\images\all\img_02_425503800_00019.jpg,2048,2048,7_yiwu,7,247,757,319,808,voc_xml,True,img_02_425503800_00019.jpg,D:\project_root\data\raw\archive\lable\img_02_425503800_00019.xml,72,51,51,3672,2048000,0.00179296875,2048,1000,2048,0,524,0,524,True
